feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,target_variable
0.45,995.74,2.07,92.51,4.24,2.53,1.46,2.18,2.71,0.34,302.92,6.55,0.69,5.0,,2.53,2.57,221.8,2.85,0.02,500.0,68.8,2.04,55.14,0.0,0.0,,,
0.45,932.52,1.21,182.55,3.84,2.53,1.08,2.14,2.88,0.19,312.43,6.96,0.4,1.86,1.75,2.53,2.68,113.99,-0.12,0.03,500.0,180.86,2.1,44.54,0.0,0.58,0.28,0.28,-0.5818181818181819
0.45,1051.68,1.5,7.16,4.31,2.53,1.39,1.83,1.78,0.01,232.94,6.78,0.01,0.44,0.25,2.53,1.66,226.23,0.17,0.02,500.0,7.16,2.34,67.64,0.0,0.02,0.27,0.27,-0.7142857142857143
0.43,500.67,0.2,134.55,2.11,1.55,0.29,1.55,2.4,0.4,500.44,5.9,0.36,0.09,0.14,1.55,2.15,33.27,0.0,0.02,500.0,134.55,0.7,107.5,0.0,0.0,0.77,0.77,-0.14285714285714296
0.43,464.7,0.2,86.91,2.1,1.55,0.31,1.46,2.21,0.34,485.58,6.74,0.29,0.1,0.12,1.55,2.0,31.53,0.0,0.02,500.0,86.91,0.66,137.59,0.0,0.0,0.8,0.8,0.0
0.44,602.26,0.38,248.05,2.49,1.55,0.42,1.74,2.71,0.4,424.45,4.22,0.6,0.37,0.27,1.55,2.42,21.64,-0.03,0.02,500.0,248.05,1.0,59.19,0.0,0.0,0.66,0.66,0.1184210526315789
0.43,659.75,0.94,217.81,2.63,1.55,0.8,1.73,2.72,0.52,330.75,5.11,0.68,0.27,0.13,1.55,2.38,63.45,0.0,0.01,500.0,217.81,1.21,62.71,0.0,0.0,0.62,0.62,0.13157894736842102
0.42,759.17,0.98,203.12,3.34,1.55,1.19,1.76,2.82,1.23,422.03,8.42,1.36,0.52,0.32,1.55,2.42,80.31,-0.01,0.01,500.0,203.12,2.04,61.26,0.0,0.07,0.52,0.52,-0.39024390243902435
0.42,775.09,1.39,232.62,3.58,1.55,1.19,1.8,2.86,1.33,420.45,6.38,1.49,0.88,0.46,1.55,2.47,104.19,0.33,0.01,500.0,232.62,2.23,56.65,0.0,0.12,,,-0.6704545454545455
0.42,763.51,0.98,216.51,3.46,1.55,1.19,1.78,2.83,1.28,414.31,6.17,1.43,0.56,0.34,1.55,2.44,97.6,-0.03,0.01,500.0,216.51,2.13,58.35,0.0,0.09,,,-0.5294117647058824
0.42,705.33,0.73,153.98,2.91,1.55,0.85,1.68,2.7,0.95,379.03,6.43,1.01,0.46,0.24,1.55,2.34,109.07,-0.01,0.01,500.0,153.98,1.64,70.83,0.0,0.06,0.6,0.6,-0.17045454545454547
0.43,809.46,0.72,306.05,3.6,2.53,1.11,1.91,2.93,0.96,339.14,6.19,1.16,0.19,0.16,2.4,2.56,177.16,0.0,0.01,500.0,306.05,2.1,46.11,0.0,0.03,,,-0.6
0.44,686.76,1.22,306.12,2.85,1.55,0.86,1.85,2.83,0.48,366.18,5.93,0.69,0.57,0.28,1.55,2.52,54.24,0.11,0.02,500.0,306.12,1.35,40.11,0.0,0.06,0.5700000000000001,0.5700000000000001,-0.1973684210526316
0.44,671.92,0.62,330.02,2.9,1.55,0.88,1.86,2.83,0.5,360.36,8.93,0.79,0.57,0.44,1.55,2.55,65.82,0.01,0.02,500.0,330.02,1.37,34.15,0.0,0.07,0.52,0.52,-0.35526315789473684
0.44,642.18,0.58,309.24,2.79,1.55,0.82,1.83,2.8,0.5,380.99,5.96,0.72,0.47,0.39,1.55,2.53,55.96,0.05,0.02,500.0,309.24,1.27,37.57,0.0,0.0,0.59,0.59,-0.25333333333333324
0.0,85.65,2.94,174.25,0.01,2.12,1.81,1.7,4.6,0.39,446.11,9.48,0.61,2.41,1.94,3.96,2.02,16.47,1.12,0.01,0.0,65.61,0.87,103.81,0.0,0.17,0.19999999999999998,0.19999999999999998,-0.4897959183673469
0.0,92.08,2.16,135.07,0.08,1.04,1.24,1.45,3.13,0.79,440.75,6.73,0.93,1.4,,1.03,1.65,10.37,1.0,0.01,2.46,124.87,0.44,67.44,0.0,0.01,,,
0.0,136.84,1.42,80.18,0.0,1.04,1.6,1.27,2.69,0.65,450.96,5.93,0.48,0.22,,1.04,1.43,27.9,0.0,0.01,0.0,80.18,0.4,61.02,0.0,0.01,,,
0.44,1098.04,0.78,140.48,4.48,2.53,1.02,2.1,3.0,0.5,289.18,6.52,0.64,0.28,0.16,2.53,2.66,107.33,-0.01,0.02,500.0,140.48,2.41,99.98,0.0,0.0,0.27,0.27,-0.5546218487394957
0.44,867.17,1.36,212.23,5.84,5.84,2.26,3.03,3.78,0.8,294.03,10.55,1.05,0.44,0.2,5.84,4.03,83.12,-0.01,0.02,500.0,212.23,2.8,89.22,0.0,0.06,0.37000000000000005,0.37000000000000005,-0.1846153846153846
0.45,1105.12,0.73,78.18,5.04,2.53,1.01,2.09,2.88,0.69,343.94,7.79,0.87,0.42,0.13,2.53,2.58,166.12,0.0,0.02,500.0,78.18,2.75,64.48,0.0,0.03,,,-0.8591549295774649
0.41,869.22,0.88,456.5,4.22,2.42,0.83,2.01,3.16,1.62,320.9,7.89,2.21,0.26,0.32,3.16,2.73,8.29,-0.01,0.02,500.0,202.46,3.01,62.01,0.0,0.0,,,-0.8714285714285714
0.0,1166.01,1.38,146.71,0.0,0.69,1.17,1.65,3.01,0.78,304.21,4.91,0.88,0.43,0.69,0.69,2.01,177.73,-0.02,0.03,0.0,146.71,2.33,16.56,0.0,0.02,0.25,0.25,-0.37735849056603776
0.25,868.3,2.16,389.73,2.29,2.42,4.68,2.02,3.19,1.27,279.15,8.93,1.21,0.18,0.75,0.69,2.75,210.67,-0.01,0.02,361.45,274.14,2.26,7.41,0.0,0.19,0.19999999999999998,0.19999999999999998,-0.6041666666666666
0.0,1211.88,0.8,88.35,0.0,0.69,0.96,1.23,2.43,0.53,316.32,6.57,0.26,0.73,0.48,0.69,1.32,237.94,-0.01,0.03,0.0,88.35,2.12,17.46,0.0,0.19,0.21,0.21,-0.4
0.45,646.34,4.13,10.89,7.28,5.84,9.11,5.41,8.08,0.66,215.4,6.64,0.65,3.27,4.91,5.84,8.22,174.95,0.16,0.03,500.0,10.89,2.94,56.31,0.0,0.63,-0.28,0.28,-0.7261904761904762
0.45,658.54,2.58,55.51,6.37,5.84,2.78,3.78,4.37,0.09,237.0,6.43,0.13,1.39,1.15,5.84,4.81,125.93,0.26,0.03,500.0,55.51,2.21,68.02,0.0,0.18,0.48,0.48,-0.41489361702127653
0.44,764.52,2.53,112.11,5.84,5.84,2.43,3.45,3.99,0.18,207.38,5.58,0.09,1.88,0.73,5.84,4.52,105.24,1.19,0.02,500.0,112.11,2.39,104.3,0.0,0.09,0.4099999999999999,0.4099999999999999,0.2352941176470589
1.54,154.07,3.58,147.04,0.54,4.16,3.61,4.0,4.37,1.32,191.33,6.69,0.21,2.23,1.85,4.16,4.54,270.31,-0.16,0.03,154.07,147.04,0.67,54.54,3.13,0.36,0.41999999999999993,0.41999999999999993,-0.4809160305343511
3.12,1084.09,3.73,215.62,1.68,3.57,5.29,3.16,3.39,0.18,133.08,7.36,1.19,0.96,,3.57,3.4,68.53,0.03,0.09,500.0,215.62,2.19,79.33,0.0,0.03,,,
1.9,358.13,1.44,326.5,0.39,0.66,1.09,1.3,2.66,0.49,378.64,21.73,1.32,5.04,3.23,0.66,1.72,2.75,-0.54,0.01,358.13,326.5,0.66,23.92,0.92,,0.16000000000000003,0.16000000000000003,0.6200000000000001
0.62,126.44,0.92,138.4,0.23,2.4,0.96,1.82,2.45,0.46,191.74,10.57,1.01,0.25,0.04,1.25,2.06,199.86,-0.04,0.02,91.83,104.34,0.4,113.25,3.22,0.01,-0.20999999999999996,0.20999999999999996,0.4680851063829787
0.59,207.62,1.05,178.82,0.1,3.96,1.51,2.11,2.79,0.52,364.83,6.89,1.01,0.16,0.24,2.12,3.14,43.78,-0.01,0.01,207.62,111.37,0.43,187.88,4.71,0.03,0.49,0.49,0.9672131147540983
0.59,289.31,3.41,169.68,0.21,3.96,1.93,2.46,2.56,0.38,350.81,4.12,0.83,0.61,0.37,2.12,3.78,11.26,0.08,0.01,289.31,52.72,0.52,186.58,2.59,0.11,0.58,0.58,0.8627450980392156
0.0,155.87,1.43,153.77,0.0,3.44,1.15,1.95,2.79,0.94,189.81,9.56,1.62,0.51,,1.78,2.22,130.91,0.02,0.02,0.0,135.35,0.05,221.08,0.0,0.1,,,
0.8,126.21,0.8,104.02,0.01,1.26,0.87,1.61,2.41,0.19,351.64,6.4,0.41,0.68,0.84,1.26,1.96,131.59,0.1,0.02,126.21,104.02,0.11,88.3,4.79,0.04,0.22999999999999998,0.22999999999999998,0.13114754098360648
0.64,269.78,1.54,241.12,0.21,3.05,1.44,2.29,2.71,0.16,371.16,8.21,0.78,0.38,0.32,2.18,3.4,11.66,-0.08,0.01,269.78,122.96,0.39,134.99,2.57,0.14,0.47000000000000003,0.47000000000000003,0.29032258064516137
0.67,240.63,0.44,215.66,0.2,1.26,1.44,2.17,2.73,0.07,396.28,6.36,0.73,0.23,0.31,2.17,3.16,8.63,-0.01,0.02,240.63,152.66,0.3,123.34,3.05,0.01,0.42,0.42,0.041666666666666706
0.81,88.06,0.46,64.12,0.0,1.26,0.56,1.45,2.15,0.06,438.34,4.78,0.29,0.06,0.11,1.26,1.71,137.57,0.0,0.02,88.06,64.12,0.06,112.27,5.89,0.0,0.27,0.27,0.4166666666666667
1.44,215.09,2.03,163.41,0.47,0.66,1.33,0.95,2.31,0.84,413.93,6.32,0.51,1.28,0.15,0.66,1.22,11.65,0.93,0.01,215.09,163.41,0.59,24.42,2.55,0.0,0.19999999999999998,0.19999999999999998,-0.36
2.03,289.06,0.6,234.96,0.55,0.66,1.28,1.18,2.57,0.8,431.85,9.25,0.91,0.18,0.21,0.66,1.56,71.88,0.0,0.01,289.06,234.96,0.76,17.26,1.72,0.0,0.21999999999999997,0.21999999999999997,-0.040000000000000036
2.48,350.25,0.83,294.95,0.69,0.66,1.24,1.33,2.67,0.71,388.48,6.78,1.13,0.24,0.08,0.66,1.77,27.19,0.0,0.01,350.25,294.95,0.94,13.18,1.0,0.02,0.22999999999999998,0.22999999999999998,0.06250000000000006
3.08,461.8,0.88,316.86,0.79,2.36,0.79,1.49,2.68,0.37,244.01,5.4,1.42,1.86,2.98,2.36,1.99,77.71,0.31,0.01,461.8,316.86,1.17,28.46,0.09,0.56,0.24,0.24,0.2641509433962264
0.0,318.16,1.35,66.3,0.0,2.24,0.94,2.01,2.62,0.1,349.13,6.27,0.02,0.43,0.4,2.24,2.2,165.46,0.04,0.01,0.0,66.3,0.95,118.2,0.0,0.05,0.12,0.12,-0.41860465116279066
0.0,243.23,0.37,20.07,0.0,2.12,0.76,1.3,2.12,0.03,416.75,9.07,0.01,0.23,0.16,2.12,1.57,69.7,-0.01,0.01,0.0,20.07,0.66,143.25,0.0,0.01,0.16000000000000003,0.16000000000000003,-0.3428571428571428
0.0,255.28,0.78,73.34,0.0,2.24,0.64,1.97,2.73,0.04,408.6,9.54,0.03,0.15,0.13,2.24,2.19,131.64,-0.02,0.01,0.0,73.34,1.0,138.76,0.0,0.0,0.14,0.14,-0.025000000000000022
7.34,257.56,0.53,499.6,0.08,0.66,1.4,1.43,3.04,0.8,389.3,9.3,2.03,0.14,0.07,3.6,1.91,57.42,-0.03,0.04,257.56,213.04,0.31,0.0,2.07,0.0,,,0.872340425531915
0.45,313.27,0.61,184.78,2.18,1.55,0.91,1.97,2.87,0.72,362.79,6.53,0.6,0.16,0.11,1.55,2.85,51.76,-0.04,0.02,500.0,184.78,0.45,126.81,0.0,0.0,,,0.10638297872340435
0.39,551.67,0.62,15.55,1.82,1.55,0.7,0.87,1.17,0.0,383.07,4.93,0.06,0.45,0.23,1.55,1.09,163.9,0.0,0.01,500.0,15.55,0.82,177.75,0.0,0.07,0.71,0.71,0.4736842105263159
0.45,384.69,1.69,227.39,2.36,1.55,1.34,1.93,2.83,0.76,400.13,6.46,0.75,0.24,0.15,1.55,2.77,42.0,-0.01,0.03,500.0,227.39,0.68,65.75,0.0,0.0,,,-0.37500000000000006
0.0,510.9,1.18,93.48,0.0,3.44,1.1,1.61,2.87,0.32,252.67,6.16,0.43,0.53,0.22,3.44,1.9,85.21,0.12,0.03,0.0,93.48,1.42,254.39,0.0,0.0,,,-0.8333333333333334
0.0,902.68,0.69,296.48,0.0,3.68,1.09,2.41,3.47,0.2,360.0,6.61,0.06,0.3,0.18,3.68,3.14,114.83,0.03,0.01,0.0,296.48,2.99,143.15,0.0,0.08,0.37999999999999995,0.37999999999999995,0.6538461538461537
0.0,955.3,1.39,309.19,0.0,3.68,1.2,2.48,3.51,0.48,277.88,5.63,0.24,3.45,4.7,3.68,3.23,189.55,0.54,0.01,0.0,309.19,3.31,75.51,0.0,0.78,0.29,0.29,0.27027027027027023
0.0,1314.29,2.75,239.58,0.0,3.68,2.6,2.74,3.72,0.56,80.61,7.06,0.28,1.48,1.09,3.68,3.56,9.69,0.46,0.01,0.0,239.58,3.85,102.92,0.0,0.39,0.15000000000000002,0.15000000000000002,-0.8297872340425532
0.0,1030.14,1.45,245.5,0.0,3.68,1.39,2.53,3.54,0.33,313.23,5.95,0.1,0.32,0.13,3.68,3.3,114.54,0.0,0.01,0.0,245.5,3.33,101.65,0.0,0.07,0.38,0.38,-0.37254901960784315
0.0,306.49,0.88,18.13,0.0,3.44,1.01,1.33,1.55,0.11,183.65,6.82,0.15,0.49,0.33,3.44,1.45,64.47,-0.03,0.01,0.0,18.13,1.45,388.29,0.0,0.06,0.4,0.4,-0.0833333333333333
0.0,336.21,0.71,54.52,0.0,3.44,0.93,1.32,2.26,0.44,213.04,5.88,0.58,0.57,0.44,3.44,1.49,19.06,-0.01,0.02,0.0,54.52,1.09,318.9,0.0,0.11,0.36,0.36,-0.42307692307692313
0.0,1081.75,2.42,425.83,0.0,4.02,2.56,3.58,4.0,3.55,119.9,5.72,1.61,0.82,0.55,4.02,4.4,216.96,-0.3,0.02,0.0,425.83,5.83,15.83,0.0,0.2,0.28,0.28,-0.11428571428571424
0.0,1227.87,2.17,500.0,0.0,5.14,1.92,4.21,4.0,0.81,237.59,6.31,1.07,2.31,4.26,4.36,5.26,111.69,0.61,0.02,0.0,245.41,1.74,23.48,0.0,0.18,,,-0.8307692307692308
4.08,541.13,3.44,319.37,1.1,2.36,1.85,1.54,2.74,0.68,316.01,6.0,1.21,1.04,0.42,2.36,2.06,29.8,0.18,0.01,500.0,319.37,1.56,32.22,0.0,0.26,0.33000000000000007,0.33000000000000007,-0.04444444444444448
7.98,130.06,2.31,375.3,0.49,0.66,1.76,1.16,2.98,0.72,393.7,8.13,1.91,0.47,0.34,1.04,1.52,24.62,0.0,0.03,130.06,134.72,0.33,4.36,3.82,0.0,,,-0.16666666666666669
2.2,189.84,2.1,152.45,0.35,0.66,2.0,0.81,2.3,0.45,494.25,5.38,1.0,1.13,0.15,0.66,1.03,12.3,0.68,0.02,189.84,152.45,0.19,25.13,3.74,0.0,0.65,0.65,-0.20000000000000004
2.3,196.09,2.1,152.94,0.2,0.66,2.0,0.82,2.36,0.53,444.25,5.25,0.93,0.27,0.18,0.66,1.05,33.62,0.0,0.02,196.09,152.94,0.08,24.89,3.6,0.0,0.62,0.62,-0.22500000000000006
1.36,170.1,1.85,115.52,0.05,0.66,1.74,0.77,2.15,0.57,462.51,3.51,0.59,0.75,0.14,0.66,0.99,10.21,0.64,0.01,170.1,115.52,0.15,27.48,3.33,0.0,0.3999999999999999,0.3999999999999999,-0.24193548387096778
2.07,259.46,1.4,200.06,0.5,0.66,1.95,1.08,2.52,0.91,424.29,5.35,0.71,0.74,0.15,0.66,1.42,53.69,0.05,0.01,259.46,200.06,0.71,19.92,2.04,0.16,0.26,0.26,-0.30000000000000004
7.42,164.15,2.88,340.14,0.58,0.66,1.87,1.13,2.88,0.6,378.15,4.87,1.9,0.27,0.21,1.04,1.47,19.99,0.0,0.03,164.15,141.38,0.4,7.18,3.86,0.07,,,-0.023809523809523832
4.28,525.19,3.2,365.13,1.0,2.36,1.97,1.53,2.79,0.8,392.73,4.7,1.29,0.18,0.02,2.36,2.05,18.07,-0.01,0.01,500.0,365.13,1.41,15.09,0.0,0.14,0.39999999999999997,0.39999999999999997,0.6666666666666666
0.46,254.44,2.64,21.5,0.88,3.96,1.73,2.99,5.2,0.09,362.95,7.3,0.18,1.32,0.15,3.96,5.52,13.91,1.02,0.01,359.31,21.5,0.31,279.36,1.43,0.0,,,-0.12162162162162159
0.45,269.42,1.97,20.34,0.95,3.96,1.51,2.09,3.28,0.01,364.65,6.91,0.09,0.4,0.07,3.96,3.44,27.81,0.04,0.01,345.52,20.34,0.13,285.39,1.62,0.01,,,-0.14864864864864863
0.34,364.51,0.53,121.35,1.33,3.96,0.68,1.74,2.68,0.3,433.76,5.33,0.01,0.22,0.26,3.96,2.51,219.27,0.0,0.01,364.51,121.35,0.65,264.52,0.86,0.0,,,-0.18666666666666668
0.31,244.07,0.75,26.4,0.95,3.96,1.03,1.15,1.88,0.09,410.04,6.99,0.08,0.53,0.6,3.96,1.65,199.25,-0.03,0.01,244.07,26.4,0.52,258.29,2.69,0.2,0.58,0.58,-0.17567567567567569
0.34,297.56,0.34,18.88,1.2,3.96,0.45,1.49,2.43,0.26,476.01,6.89,0.16,0.21,0.08,3.96,2.39,201.5,0.01,0.01,297.56,18.88,0.58,293.41,1.76,0.01,,,-0.3157894736842105
0.31,220.58,0.57,41.89,0.74,3.96,0.61,1.34,2.19,0.02,463.06,6.19,0.28,0.66,0.16,3.96,1.98,153.62,0.18,0.01,220.58,41.89,0.38,256.64,3.34,0.0,0.6599999999999999,0.6599999999999999,-0.013888888888888902
0.37,319.74,0.44,25.6,1.2,3.96,0.59,1.61,2.62,0.23,467.16,7.8,0.16,0.23,0.19,3.96,2.6,172.0,0.01,0.01,319.74,25.6,0.42,308.24,1.53,0.01,,,-0.2763157894736842
4.0,1246.52,0.92,500.0,3.58,3.57,1.3,4.3,4.1,1.38,386.5,7.41,1.52,0.63,,3.57,4.92,139.07,-0.02,0.02,500.0,523.66,3.09,0.0,0.0,0.07,,,
0.41,831.89,1.72,380.68,3.11,2.42,3.44,2.0,3.19,1.49,289.19,6.0,1.41,0.36,,0.69,2.71,193.55,0.0,0.03,500.0,294.68,2.31,2.09,0.0,0.14,,,
0.34,407.62,1.06,121.34,2.09,2.42,0.97,1.88,2.71,1.03,415.86,6.74,0.75,1.02,0.64,2.42,2.47,166.71,0.08,0.01,407.62,121.34,1.48,169.28,0.43,0.18,,,-0.9318181818181819
0.38,648.85,0.95,231.38,2.58,2.42,1.07,1.9,3.01,1.22,259.88,6.73,1.06,0.6,0.26,2.42,2.56,63.14,-0.05,0.02,500.0,231.38,1.82,42.53,0.0,0.02,,,-0.6716417910447762
0.28,234.68,1.82,235.5,0.71,2.42,1.48,1.93,3.3,0.8,214.61,7.75,0.4,0.71,0.52,2.05,2.56,191.33,0.03,0.02,234.68,205.46,0.58,51.19,2.69,0.01,,,-0.8571428571428571
0.35,447.69,0.56,82.8,1.23,2.42,0.59,1.8,2.85,0.61,310.32,8.41,0.0,0.21,,2.42,2.44,55.67,-0.01,0.03,447.69,82.8,0.9,65.81,0.16,0.17,,,
0.2,65.74,2.24,158.04,0.09,1.26,1.67,1.74,2.89,0.29,321.31,6.8,0.66,1.5,0.12,1.26,2.27,9.46,0.89,0.02,65.74,158.04,0.1,80.36,6.73,0.14,0.19999999999999996,0.19999999999999996,0.3090909090909089
0.4,752.54,1.47,306.74,3.22,2.42,1.01,1.95,3.15,1.67,347.95,5.43,1.57,2.25,,2.42,2.65,91.64,0.23,0.02,500.0,306.74,2.43,13.83,0.0,0.44,,,
0.0,759.85,0.96,335.87,0.0,0.69,1.34,2.64,3.25,1.29,300.32,5.24,0.99,0.74,0.38,1.57,3.42,252.26,0.08,0.01,0.0,332.42,1.6,8.73,0.0,0.04,,,-0.7571428571428571
0.0,951.74,0.46,393.52,0.0,0.69,0.68,2.92,3.57,0.82,432.81,6.06,0.4,0.39,0.2,0.69,3.73,245.21,0.0,0.02,0.0,393.52,0.9,1.99,0.0,0.01,0.29999999999999993,0.29999999999999993,0.0
0.0,719.61,0.58,284.48,0.0,2.05,0.71,2.69,3.3,0.8,190.92,6.02,0.55,0.33,0.1,2.05,3.46,99.34,0.01,0.01,0.0,284.48,0.7,25.92,0.0,0.01,0.27999999999999997,0.27999999999999997,0.26666666666666655
0.0,731.27,0.63,220.9,0.0,2.05,0.8,2.79,3.43,0.66,257.79,11.91,0.01,0.33,0.2,2.05,3.59,88.87,-0.06,0.01,0.0,220.9,0.1,37.93,0.0,0.01,0.33000000000000007,0.33000000000000007,0.13043478260869565
0.0,882.72,1.04,373.61,0.0,2.05,1.04,3.42,3.75,0.62,306.3,8.38,0.19,0.72,0.44,2.05,4.4,232.06,-0.27,0.01,0.0,373.61,0.19,7.42,0.0,0.05,0.37000000000000005,0.37000000000000005,0.44230769230769224
0.0,804.2,1.32,353.23,0.0,2.05,1.71,3.98,3.85,0.94,155.51,9.7,0.23,0.98,0.82,2.05,5.17,96.31,0.03,0.01,0.0,353.23,0.47,21.89,0.0,,,,-0.9491525423728813
0.0,987.97,1.02,487.19,0.0,2.05,1.18,3.73,3.91,0.76,209.91,7.17,0.1,0.18,0.33,2.05,4.77,161.74,-0.07,0.01,0.0,487.19,0.24,3.03,0.0,0.02,0.35000000000000003,0.35000000000000003,0.21666666666666667
0.0,652.5,0.68,141.85,0.0,2.05,0.68,2.43,3.2,0.58,273.87,7.34,0.02,0.59,0.59,2.05,3.11,115.94,-0.01,0.02,0.0,141.85,0.09,55.64,0.0,0.05,0.3,0.3,-0.28
0.0,937.4,1.41,438.56,0.0,5.14,1.9,4.05,4.32,1.19,223.95,8.1,0.53,0.74,,5.14,4.97,105.49,0.21,0.01,0.0,438.56,0.08,4.67,0.0,0.0,,,
0.0,1279.82,0.32,234.46,0.0,0.69,0.52,2.1,3.38,0.74,353.83,6.03,0.61,0.22,0.4,0.69,2.58,222.42,-0.03,0.04,0.0,234.46,2.02,11.1,0.0,0.0,0.15999999999999998,0.15999999999999998,-0.47457627118644063
0.0,1272.2,0.42,184.64,0.0,0.69,0.69,1.8,3.18,0.6,301.7,3.98,0.42,0.28,0.08,0.69,2.16,208.94,-0.01,0.04,0.0,184.64,2.0,13.67,0.0,0.0,0.16,0.16,-0.21999999999999997
0.0,1101.95,0.77,90.9,0.0,0.69,0.86,1.23,2.38,0.18,191.87,7.83,0.35,0.34,0.43,0.69,1.32,324.75,-0.05,0.03,0.0,90.9,1.67,17.6,0.0,0.06,0.21000000000000008,0.21000000000000008,0.6000000000000002
0.0,1141.81,0.98,288.19,0.0,0.69,0.84,2.49,3.53,1.19,270.9,5.12,0.78,0.3,0.16,0.69,3.13,147.17,0.0,0.03,0.0,288.19,1.9,8.02,0.0,0.02,,,-0.876923076923077
0.95,146.96,1.36,96.28,0.4,0.66,1.19,0.72,1.81,0.75,371.29,5.42,0.05,0.52,0.24,0.66,0.91,45.87,0.08,0.01,146.96,96.28,0.49,29.76,3.19,0.0,0.19000000000000003,0.19000000000000003,-0.5636363636363637
1.07,163.17,1.36,113.15,0.38,0.66,1.19,0.77,1.97,0.76,369.57,6.56,0.16,1.16,1.26,0.66,0.97,29.35,0.14,0.01,163.17,113.15,0.47,28.72,3.06,0.06,0.19,0.19,-0.4909090909090909
0.48,114.3,3.56,197.25,1.5,3.96,2.38,3.87,5.54,0.35,446.88,5.31,1.32,1.68,2.07,3.96,6.08,8.67,1.44,0.03,489.21,32.66,0.74,147.5,1.44,0.04,,,-0.43809523809523815
0.47,101.4,1.56,10.16,1.49,3.96,1.8,3.92,5.49,0.48,434.73,5.42,0.46,2.6,3.38,3.96,5.66,24.81,0.01,0.02,500.0,10.16,0.54,245.68,0.0,0.49,,,-0.6571428571428571
6.97,55.3,0.91,207.3,2.03,2.24,1.8,2.06,3.75,1.1,420.25,4.44,1.43,0.12,0.17,3.96,2.98,58.05,0.01,0.03,500.0,95.13,0.1,138.83,0.77,0.06,,,-0.38028169014084506
0.45,189.78,1.15,16.66,1.25,3.96,1.4,2.72,3.93,0.24,342.87,8.64,0.2,0.36,0.19,3.96,3.99,46.33,-0.01,0.01,452.86,16.66,0.4,298.2,0.13,0.07,,,-0.20547945205479456
0.42,320.79,0.77,99.81,1.5,1.55,1.0,1.82,2.68,0.19,334.78,6.69,0.03,0.14,0.16,1.42,2.62,35.94,0.0,0.01,500.0,99.81,0.12,295.4,0.0,0.0,,,-0.047058823529411674
0.45,214.77,1.04,83.14,1.83,3.96,1.18,2.32,3.35,0.69,366.99,6.06,0.54,1.0,1.2,3.96,3.48,34.79,-0.06,0.02,500.0,83.14,0.06,252.19,0.0,0.13,,,-0.6071428571428572
0.44,234.63,1.19,97.97,1.76,3.96,1.03,2.2,3.19,0.58,345.79,5.33,0.44,0.48,0.48,3.96,3.27,31.75,0.01,0.02,500.0,97.97,0.05,252.64,0.0,0.0,,,-0.5089285714285714
0.46,139.76,1.2,41.3,1.66,3.96,1.18,2.93,4.2,0.64,436.11,5.73,0.57,0.28,0.26,3.96,4.47,34.09,0.02,0.02,500.0,41.3,0.3,259.73,0.0,0.09,,,-0.6972477064220183
0.45,582.34,0.43,311.85,2.75,1.55,0.62,1.88,2.81,0.52,429.59,6.47,0.84,0.29,0.31,1.55,2.62,57.76,-0.01,0.02,500.0,311.85,1.17,26.41,0.0,0.0,,,-0.44
0.44,475.77,0.23,196.55,2.4,1.55,0.39,1.76,2.69,0.6,479.35,5.73,0.61,0.16,0.17,1.55,2.48,98.56,-0.01,0.02,500.0,196.55,0.8,71.88,0.0,0.0,,,-0.15
0.45,747.75,1.34,349.21,3.5,2.53,1.0,2.01,2.84,0.44,283.98,7.45,1.07,1.71,6.51,2.42,2.71,65.72,0.39,0.02,500.0,345.24,1.84,11.86,0.0,0.41,,,-0.9
0.45,855.51,0.55,225.67,3.7,2.53,1.08,2.08,2.88,0.29,340.49,5.5,0.62,0.1,,2.53,2.68,70.09,-0.01,0.03,500.0,225.67,2.0,35.98,0.0,0.01,,,
0.44,702.34,1.14,341.19,3.02,1.84,0.88,1.89,2.85,0.5,354.45,5.46,0.8,0.49,0.29,1.8,2.57,82.75,0.05,0.02,500.0,341.19,1.5,32.79,0.0,0.0,,,-0.4415584415584416
0.44,872.15,0.36,195.03,3.49,2.53,0.78,2.04,2.91,0.18,350.91,6.09,0.26,0.18,0.03,2.53,2.61,222.57,0.0,0.02,500.0,195.03,1.81,45.28,0.0,0.0,0.39999999999999997,0.39999999999999997,-0.42696629213483145
0.45,1052.34,1.28,12.87,4.24,2.53,1.39,1.97,2.48,0.07,220.65,7.67,0.08,0.49,0.45,2.53,2.48,235.06,0.08,0.02,500.0,12.87,2.29,68.39,0.0,0.02,0.27,0.27,-0.5857142857142857
0.44,490.81,0.22,162.64,2.24,1.55,0.33,1.66,2.56,0.5,518.14,5.48,0.5,0.15,0.17,1.55,2.31,77.89,0.0,0.02,500.0,162.64,0.75,90.19,0.0,0.0,0.77,0.77,-0.24107142857142866
0.43,496.57,0.19,118.31,2.1,1.55,0.29,1.51,2.32,0.4,480.98,6.01,0.3,0.07,0.12,1.55,2.08,20.67,0.0,0.02,500.0,118.31,0.7,117.48,0.0,0.0,0.78,0.78,0.0666666666666666
